modulus,n,input,output,proof,prime,t,gamma,k,bound,t_squaring,t_proof,t_total,t_verify,t_verify_prime
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,1071046428779840418337958666328357941453838441782813618546323252304504086285,6401416755496436273385915011896995566908804554309766291081121681655378570723,111928026312332958436308017062150085189798335920802980663124233824862836685547,4194304,2048,6,342,0.5653540,2.0795580,2.6449980,0.0002460,0.0002390
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,20062351092104868428502484865857723581086666459782629448530053611595551061893,21252125494833052071088657068314150073227963593133072735962504252573935099163,73141236696494267213947916012799303402320000088635824221513549694938809632651,8388608,2896,6,483,1.1483280,5.6522990,6.8007340,0.0001870,0.0001780
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,7152417794816037537472771892159940401480021879001319281766764896675163268557,17114034464616755720625679114567210571233356688931027028511380952832762161507,103146736384538293396010054378147282270005629072916169599834983172627850276473,16777216,4096,6,683,2.2692580,15.6076950,17.8770690,0.0001880,0.0001770
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,4540768632382862231377884933073024679235841918680715902806866480412816808173,21712220074535335572833126559126644192097641726362789585875333529111672731369,33898755553356694028560012234327918172623969182807232762731303633798846034123,33554432,5792,6,966,4.5265620,44.6448990,49.1716170,0.0001840,0.0001720
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,8899794059241879966990472831267752096420232277119712762737356947680148031753,3745725403343834960536901016799136048358128964292491488927126040262687749645,42184897612823603448899211388190826728795051459759570034600961702294036594031,67108864,8192,7,1171,9.0611410,125.9289430,134.9902480,0.0002900,0.0002770
256,23439409676068614515591504325645780208764114074456427260836222155342850592281,23439409676068614515591504325645780208764114074456427260836222155342836500285,223325113210180681179145956115826622079646394525471558472238058576481680911,18011849017657354893570284317600270270651173052738641287417995721775207925795,40231671443855930233304906449128899175086533215509901771258619554931577125697,134217728,11585,7,1656,18.1000170,353.1026070,371.2028480,0.0008760,0.0008680
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,3684458177250503012201962648888538268628420187473907829517938128019062730552931153117504773942870412137451675762036733227640544849803929959316961778156389,1726919644626380954136622828022276587615865524076959640355540228610141976574514638972442986757678031712287291045144668329886783848075774886194691047954573,26490938774936370285993082984478403166683794972897041227604664642467832459557,1024,32,2,16,0.0004250,0.0010050,0.0014710,0.0006070,0.0005990
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5489723107275922790848731976046764528913264302298239773491677272390686853072879958785539853736327210143036099656919010684007069021374861016736727865376301,5083435185001011798370771259935952582859420736369827022220859460191328366096568300353778587994692487101032916476680324338250866287104023940925306303935611,6208472871596815959521114741902275100624946110419957004716834239567271496073,2048,45,2,23,0.0008460,0.0025540,0.0034380,0.0016550,0.0009280
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,7573897586392111948687597529024486851411812574529403977373300936016741484191563214192678833661335506895865641725934505687756064689922279808949517222316539,8609957657379967784921558075101976830262436537161301895729102737127476228523403082980934413268767240903128033608900274085529758986347226725702625275950009,69508461567633962816751038267520413338075614169715776730248890935877792802909,4096,64,3,22,0.0016590,0.0022580,0.0039530,0.0006800,0.0006750
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,8442099081274697304309461077458106908522312879870022804425488031763356003466027031884320561829777546716101960817284625438226302959570361127654889763826887,4957137198959809349275078308679691520346165655642036378937010899085222484837447040005918598623484138213821117467708925226585224386496332371490586905033641,28227603613517431489009417441676158361132729645186038437441654298841949175291,8192,90,3,31,0.0033720,0.0025030,0.0059150,0.0005490,0.0005310
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,8593452403666691933772093021439096534319848205883649412237747130913143165144784912450143024407319541698630986589025382734362027424697203266868185220189813,1005175322927897410953931868152786657205809787464546788146538274683328899625458295228389278029189886049407234630884924393924630311571920531964356607877065,114463893100541008916717581709304764676734271037650956908432085187074397872209,16384,128,3,43,0.0037300,0.0032530,0.0070400,0.0002300,0.0002260
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,1329441754538947933457201116265902007173548128623705399985074680680784764504303792997010448344498241316054120540422364560458600821336237386316275192778983,358125113906218404245384561147992175937848115997106463173256962351400777894156489128416496217754739723920499581784373603190035525971666098016812654416285,70248545045910150541735441588443047795576581690364943296779786159094225555119,32768,181,3,61,0.0082870,0.0098270,0.0181720,0.0012610,0.0012290
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5729549292458925442267349728086101312235754841815482100698806935547874906516653159205346494411405282016984278071560911788564025672773261978294004515287875,8786837562467009300393547371154392016633540846675542864353720288665966126802535141352463530432487789803968667041872510387458711121441391833987503000697867,62829768781566146713316660485138478200739803407319660906088697577914439826323,65536,256,4,64,0.0245030,0.0192910,0.0438480,0.0023960,0.0013610
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,6311889840916418541009423475182905875226892220344645287414593357514722133433582501435737695913021706816843810898680419019206728853114798306612515558971277,6950317665636320486486010743863807061461689666686504712471946040456748170888250177247625258301133056825992688140070867076171431727841736342942656817850191,112656489112945509469309317131012072053445727494580612992404849333851721692283,131072,362,4,91,0.0445940,0.0275060,0.0721620,0.0020410,0.0020280
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,3145540814950478926828020798066040778614312548821733658004026319035284171473047051543096143035627818899909595721294952351665092229124816547108723037880257,7809669046313628375903670164915476657532800388991722884948385554993768050995667998475261285668774504155398855213474948165345640404613646728867291907911735,5267236231751503921152174598114717366536057230062371544546839698224372099187,262144,512,4,128,0.0646430,0.0729170,0.1376270,0.0008180,0.0008120
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5462048155039661509533575426416584179636486477649979945015182566329770348229667411337643670352235375290923815172587214191407197899876120807289365670411095,9327920442956770239665571579835952106288565936300685641360800395568028455484442464110650484594025439832382671644209198959043636878851348011798330925402277,80460687547691262845487965937303654175022306886580673617438141555598265550379,524288,724,5,145,0.1646700,0.1454480,0.3101890,0.0013150,0.0013050
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5625260435970396827911116790748988887914438430016982615033578187944438110640352563315811704422029778847448525340042773916179855938766372019240475775738749,9030424480911844935891888586185370473453289549836528528807567542632770065646673301019083647120699692194597581589619502440781405899428417784288045203208701,75391584003325508893480662245496454521240973791522592126128032490799557694247,1048576,1024,5,205,0.2980440,0.4318900,0.7300020,0.0003410,0.0003330
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,7544282036210228245261453749003644617773389491853536327243298660811283256989460518368845352132551913658322492793117647249497031112735061500699484365796209,7965434059479999840258144365916967532071065589079853634342517299125094806507844562390486720619077528099150463877247910897466684250382480219122221877032281,100764564598900931603970754857442881822314161059464804789764970609157673292357,2097152,1448,5,290,0.6478560,0.9009420,1.5488790,0.0005510,0.0005480
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,3679576504078969060184231073586697372989226064116682103010689966739977911557257260086615373938737855821905085371795636489498230360110907203159646963088211,1612860367552612722483507534850871906997192831838997838166456951776835944952218601138682059546934766509545604139581650473385273293690999807156920569102321,99851951693652580175173983287571891889584020584599889910027279543059089485471,4194304,2048,6,342,0.9519660,2.1695820,3.1216280,0.0016190,0.0016080
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,6667045143394528585195796341360497671286891647901078882834153974978000051940187754895305226539913988284546134997427819881519656878547839782517288382574759,6401495615812259478996328029658625326007469634439100287493412818337008604624648701156361413210860074549477768821986294895542031201563198537714074921856743,43802993075425973940629787937868900346584938115181334483680891931203389536951,8388608,2896,6,483,1.8962750,5.9516510,7.8480210,0.0003640,0.0003560
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,1793981810815839239695211965300546629241254717840513803057094458511482913272563701664518594807116576634567398449633345969505705401984040336927360100396619,7548192872837220868225306321088607653056267948734919488616597057689054366788956979016186011784828647765872939611048785790691519229939101714149887200844907,64413698197912002724616900387822927772244155467488894020797887573759641921439,16777216,4096,6,683,3.7936600,16.2565610,20.0503350,0.0007220,0.0007120
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5540805016875047821061640845718685709057418936294970546984256060290126746280965654631331530466517482935695218713572268538891277596163542602268252694126443,8563979606057385601263712196752866863784237492307055703051620256977043303748738094766225910453053881924049891597251273917362585659753010288001970516883575,2418693676010859154985745113496674393507954050037455326557009903160187351757,33554432,5792,6,966,7.5469970,46.4250880,53.9722340,0.0003310,0.0003190
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,892892930457225942111528813182206084238475153352746012572777325042069905951951835672759240861473563047295037713151419172280799390696213909557529811836635,6785461587813325287229289216382193516034534630572403119185380990118226679145643160098437684617593093882890228860601704765598828866014839386692915835822535,93143129188718338940759267979416744111246796207204268752913757816232066565387,67108864,8192,7,1171,15.0977360,122.9812210,138.0791210,0.0007040,0.0006920
512,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018276705681,9430752482334106802292186609848136373613629384961046519250385303454480869822612946747970245784706653739801405678254865886817473552287419521193018262613685,5614057892334297997698350616112730894933222934212585731121339008536220856037222937876623333427964038037264144321180107040890318756913406832428434760001101,1556871297280683406782433058285974038642161727954552494915867051893512754971444315664854851963713268661465857012151039804808232718469285402346225449969309,80820169477763686104939950420847809837395340567711063292839380982033706822037,134217728,11585,7,1656,32.3832220,352.3057490,384.6891890,0.0006100,0.0005970
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,1222579771875194603042631277782440761704821255087243803663986164362374995524269630293155030955538189670298181189559574886732843137602364825391311237142074383759860834140141184461618096538103811704373640789512035986835702771233554514413096996073212025994946030269647593404395745519739764824231103346574873011,1366363101757356129662600822161129214509082741517166788146531583819795461867020467286807368786022559677491817596924377579867601745495366131976091832909068784347940035100392318887078247755937185640059866259346863496438546005195652537561950351223202234984262855628917389379550848427525722309147773393349951423,114711578231149021848469722624761623740339226242691964227339605130761017763871,1024,32,2,16,0.0005850,0.0009140,0.0015340,0.0005900,0.0005840
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,5235555618804619245400844166569467482351863004401639594282835611553683515475649910742021655765972986525785984002377985318323359698083121410823858208971480848923115608240846870342197612900409352882673416297654661202020421114255634846612137074310894015236131082304226364958240241753747712658596161245628824965,348172742354321342317535238934324146074707966837005148689640581054371352626087165399096313358507054131805726227361502493509012002594793789177142951795011722380558283744954861224770191886176499247348983713440854445760307282297828007964105771756081320893258192126513859329749318356852804087950387773503532593,80601427879523805332671936535064875595238549168722833571098109447913855847029,2048,45,2,23,0.0011690,0.0013870,0.0025850,0.0006010,0.0005980
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,515745536864461775783805471869390451430631350292792139364691231038305730206906513503936327493453506331859725962733241077952798919854636479736698815842262384215731999764881953581242584614705406237486975549310175957247670443954072502626717963074485156127889033705063531715695566980344604244200541683241562607,5831448593013848996255504334041466369186842327822982276185043790560968031410138119813998409667029763690884345943786179569513250905141821230564298927256225340533449859020305850774307566830275138846688400402753728537558320391593021020383802325059248581926112148832143710444173614671530821269420946541923560967,97605353786710923935383851736001137026944125194424976687792068363508799353549,4096,64,3,22,0.0023350,0.0023890,0.0047530,0.0007730,0.0007670
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,2164496422730971238259347006318356323389190218061301646922038009057205103219648948972353451920214019555242390799111891832354310934803384456567024412782119206872796281753313757929047693431684643429023830149206404582254052152031577758581347592966654280293917513145215908220396867431517644134276792144348575323,6350394137650398513646124910313577746912042170087173220779579729334897359395525165341099956408439180416336386307850982011364167979224149327387254043108675911673632210712629316335385673508571356793059924639747834383952247751848109428243265570345025666871033322590529774158198494914427860430108042670295298107,56977975333841140174997822710068450094995092542059869514365222888927612663917,8192,90,3,31,0.0047110,0.0034560,0.0081970,0.0003620,0.0003590
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,3751602606272183821258361534776144043078239207595202818440101443402740915667493165431812301301977062164214497979376783320492593828732104485071469993126044043613067527856221656792535716563434332555810616258926798718644049085564939342935881129230773135803962714354866272549801223062805652030366543919100322517,5077294099970628883864493004363151081726377918281745417220895066095699824718282581644088837469583065668327495880723350057069061153438082251944712695246430079565484568381521547569795013074512269114304859201780732860558887706807023800835448609742018311278895055169637100826702273239742148394254154360358809389,101650040452534937178909113632572603737614595605362917635624141838843430545731,16384,128,3,43,0.0093260,0.0063870,0.0157430,0.0005680,0.0005660
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,486763492201944835214459105364617611527498892660849845995196667101655779686289879702719137822169485480281098094723435943180234532612640090994730148753092530021153292019382718372926941944551345411367385902293979227120616345818985116280559645374253635903392431737905759677661469256700660234132865762318860853,324321588437916752297100282332727484826453043763092436580270601853207673295112521022490806123477525590952007283476896446306081034007845530417761412881468506380712732437365977756673616022828609973425909627645026133966928001798773498320836584648644496588265534397725783264810601224585835970773498087327364977,20687473741454681146676761052185220843790458447761160215550220705443774103067,32768,181,3,61,0.0186460,0.0121390,0.0308190,0.0004620,0.0004590
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,3754806800244982494960139177088599089919702695305771082965548562510305027763177067671480504584797607356844311836804286868872661145161350758933593722522566504800031019562005640817995043185169402317114102951377314289000133919222782556367708328968145247342396632671844129035062789568858869057339151228963416039,4403189847450288942154790957172756362935365030077755375355299611946794429685242929219899858619449307508994740103351986270233450076125864661878501359809361418004493258524866128013658405006419719314247850944149996077712328580439927587556869118828390498451135683906086087029047512638953649906714949592865613499,45310941347922148287012619369395987550405894164023231327726038812578942334433,65536,256,4,64,0.0374630,0.0225640,0.0600670,0.0007600,0.0007560
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,3557095547132971790543014821877281960246349199996701082030095746860073399935918820065641283417489288298044069302586219986015709056349481625380036163262813061335591253609088021061832120708473350406871217238231976470967995042092369095803552511488644486565909777260641524062927968374365333038344406627881198693,5635024355332602492902689407368326710467427133882558255265010505575190212397542015369484956790115213867260981349474588586716792318358598953493838042469530566935760328753775011077174769085734514008987615844770698994346037916994072353617017477650934619210838652159600189851414726532398601504226768007269470315,47736180708469653260748409497472504632066415598522676172223607600586628475889,131072,362,4,91,0.0746430,0.0446650,0.1193570,0.0009750,0.0009680
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,1393381531149104412792657446411661791626309389707256674989099954889458793470609626564805411658196762345555151240090799033206311202736164319915061733520666836833136893479792094903569570083961963436291131467352645134099205871762410652099470635332345534045682557784710250212540516505839412345068589752682220351,315544672264331464040735632914629775522190511096508838393020479986700622062579926361548815557965724198693119337589681070852685117859324326229306058149199701497033371273143073745682700282348757740886636483725293871579973580877917112269599476911637439012250514682895239990995239467990965040428629804596057659,105513769262270076526632350109592724700431287090702493990013119018292565729267,262144,512,4,128,0.1491370,0.0909930,0.2401810,0.0004150,0.0004080
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,4241571055446946251582480573131939622597989988529681565642532667229499503349983885924702787156632402470779372512530758333418384954025545406684338368334807434827169607216784912740812966362294748537310061499517578920874398944684144775053171283455689617196785959119859397298152328218649056389762584578130069403,4816581167600433473301341054601925396080767721949622978393489953447818519523312184362058590477207295306121363241028916057105813874050399803550938817627375108745404448318467233987468550823991741944650686729491576928255058553231836549065130369993894190992591711366467834023904833944411742657946414327706789641,8516535167783747223062555741436023842061891138694221762022871922687629721773,524288,724,5,145,0.2983900,0.1990470,0.4974830,0.0015510,0.0015450
1024,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882137959729,6417169731069733396494336684963852363929125696621969754827417608422024564239790072210733329033700266490675843294461623846233164365947542286369584675135928045252634008879274992719415936643177929197946290191948149910912276830935134601007840147370440748984183188328532252508266713120025866039324767882123867733,3643779619403933487152131144270440735889583611586827036937445615763806708654159674751246625593905492318988506302909061749603951227321723334050923701176911603469684445473015793038709842324412271620923597084725737009297520094342988991658219931442147618654372449288676530635803041970671888618897115652269700621,5588082269087526825062569647837725740603347527082814726123667208387289822877624796791797396189159160852135543337589859305050673121303115556853076264540045699196286360023526446626344308460103270303337947793348032346882151042666326053796550702229925024487607188048977250263000673676158797086873231894658157415,16432433348428010238849057457382165693567914612417516954493433464322662559209,1048576,1024,5,205,0.5965020,0.4459350,1.0425040,0.0005850,0.0005730
